Age,TTh,ATh,TAP,MAAT,FI,MIRI,PI,AADTT, pass Sieve 200 subgrade, pass Sieve 200 base_subbase,PCI
8.96,304.8,175.3,410.7999878,7,735,1.46,,,,,59.59
8.71,480.1,137.2,460.5,8.899999619,365,1.65,,,,,38.99
5.81,792.5,132.1,248.1999969,7.9,463,0.795000017,,,,,89.42
6.2,792.5,132.1,348.8999939,7.900000095,574,0.8,,,,,91.66
12.79,792.5,132.1,462.7000122,8.300000191,574,1.45,,,,,58.48
15.8,792.5,132.1,462.7000122,8.3,577,1.52,,,,,54.63
9.97,447,124.4,460.9,8.9,365,1.65,,,,,38.53
25.94,203.2,81.3,286.5,9.2,142,1.78,,,,,39
28.4,203.2,81.3,463.7000122,10.1,420,2.01,,,,,5.12
0.67,792.5,182.9,154.1999969,10.69999981,89,0.7,,,,,98.45
1.19,792.5,182.9,154,10.5,89,0.7,,,,,98.45
1.2,792.5,182.9,154,10.5,89,0.7,,,,,98.45
1.27,792.5,182.9,183,10.5,103,0.7,,,,,98.45
1.62,792.5,182.9,185.8999939,10.7,103,0.7,,,,,98.45
1.72,792.5,182.9,185.8999939,10.7,103,0.7,,,,,98.45
1.96,792.5,182.9,185.8999939,10.7,128,0.7,,,,,98.45
2.11,792.5,182.9,209.1000061,10.7,128,0.7,,,,,98.45
3.38,792.5,182.9,183,10,103,0.72,,,,,95.61
4.05,792.5,182.9,186,10.30000019,128,0.71,,,,,98.41
4.3,792.5,182.9,233.8999939,10.30000019,140,0.72,,,,,98.45
4.51,792.5,182.9,233.8999939,10.69999981,140,0.73,,,,,94.62
4.89,792.5,182.9,209,10.69999981,140,0.71,,,,,95.23
5.01,792.5,182.9,233.8999939,10.69999981,165,0.71,,,,,93.07
5.71,792.5,182.9,214,10.89999962,165,0.878000021,,,,,87.32
5.94,792.5,182.9,259.7000122,10.89999962,174,0.882000029,,,,,86.62
6.27,792.5,182.9,259.7000122,10.89999962,174,0.876999974,,,,,88.09
6.88,792.5,182.9,231,10.39999962,175,0.89200002,,,,,83.76
7.14,792.5,182.9,305.6000061,10.39999962,175,0.894999981,,,,,82.81
7.45,792.5,182.9,305.6000061,11.39999962,177,0.898,,,,,80.92
7.64,792.5,182.9,309.2000122,11.39999962,218,0.897000015,,,,,81.95
8.15,792.5,182.9,309.2000122,11.39999962,218,1.02,,,,,78.97
8.67,792.5,182.9,309.2000122,10.5,218,1.02,,,,,78.09
9.65,792.5,182.9,309.2000122,9.800000191,226,1.25,,,,,66.04
11.08,792.5,182.9,316.6000061,10.39999962,283,1.29,,,,,63.11
13.9,792.5,182.9,423.2000122,11,332,1.76,,,,,25.66
0.68,792.5,109.2,154,10.69999981,89,0.7,,,,,96.72
3.38,792.5,109.2,183,10,103,0.77,,,,,90.55
4.07,792.5,109.2,186,10.30000019,128,0.79,,,,,90.9
4.07,792.5,104.1,185.8999939,10.30000019,128,0.768,,,,,92.73
4.89,792.5,104.1,209,10.69999981,140,1.25,,,,,71.46
5.72,792.5,104.1,214,10.89999962,165,1.24,,,,,78.57
6.88,792.5,104.1,231,10.39999962,175,1.32,,,,,59.55
8.15,792.5,104.1,309.2000122,11.39999962,218,1.34,,,,,57.93
8.67,792.5,104.1,423.2000122,10.5,283,1.35,,,,,55.93
3.38,792.5,185.4,183,10,103,0.77,,,,,90.55
4.05,792.5,185.4,185.8999939,10.30000019,128,0.71,,,,,93.23
4.89,792.5,185.4,209,10.69999981,140,0.7,,,,,94.72
5.71,792.5,185.4,214,10.89999962,165,0.77,,,,,92.9
6.88,792.5,185.4,231,10.39999962,175,0.88,,,,,85.88
8.15,792.5,185.4,309.2000122,11.39999962,218,0.89,,,,,84.48
8.67,792.5,185.4,316.6000061,10.5,283,0.89,,,,,84.56
9.65,792.5,185.4,423.2000122,9.800000191,332,0.95,,,,,74.78
4.07,792.5,106.7,185.8999939,10.30000019,128,0.73,,,,,92.73
4.89,792.5,106.7,209,10.69999981,140,1.24,,,,,78.62
5.72,792.5,106.7,214,10.89999962,165,0.86,,,,,82.49
6.88,792.5,106.7,231,10.39999962,175,1.23,,,,,78.83
8.15,792.5,106.7,309.2000122,11.39999962,218,1.26,,,,,75.13
8.67,792.5,106.7,423.2000122,10.5,283,1.31,,,,,71.61
4.05,792.5,182.9,185.8999939,10.30000019,128,0.7,,,,,93.91
4.89,792.5,182.9,209.1000061,10.69999981,140,0.7,,,,,93.91
5.71,792.5,182.9,214.1000061,10.89999962,165,0.7,,,,,93.43
6.88,792.5,182.9,231.3999939,10.39999962,175,0.75,,,,,91.02
8.15,792.5,182.9,259.7000122,11.39999962,177,0.89,,,,,88.58
8.67,792.5,182.9,305.6000061,10.5,218,0.79,,,,,91.23
9.65,792.5,182.9,309.2000122,9.800000191,226,0.91,,,,,82.06
11.08,792.5,182.9,316.6000061,10.39999962,283,0.91,,,,,83.46
13.9,792.5,182.9,423.2000122,11,332,1.35,,,,,50.19
4.05,792.5,111.8,185.8999939,10.30000019,128,0.703999996,,,,,94.83
4.89,792.5,111.8,209.1000061,10.69999981,140,0.706,,,,,92.94
5.72,792.5,111.8,214.1000061,10.89999962,165,0.705,,,,,93.23
6.88,792.5,111.8,231.3999939,10.39999962,175,0.81,,,,,89.12
8.15,792.5,111.8,259.7000122,11.39999962,177,0.84,,,,,85.12
8.67,792.5,111.8,305.6000061,10.5,218,0.91,,,,,79.24
9.65,792.5,111.8,309.2000122,9.800000191,226,1.35,,,,,51.9
11.08,792.5,111.8,316.6000061,10.39999962,283,1.78,,,,,22.88
13.9,792.5,111.8,423.2000122,11,332,1.78,,,,,22.88
4.05,792.5,177.8,185.8999939,10.30000019,128,0.7,,,,,96.72
4.89,792.5,177.8,209.1000061,10.69999981,140,0.84,,,,,84.37
5.72,792.5,177.8,214.1000061,10.89999962,165,0.85,,,,,87.28
6.88,792.5,177.8,231.3999939,10.39999962,175,0.77,,,,,93.23
8.15,792.5,177.8,259.7000122,11.39999962,177,0.8,,,,,90.41
8.67,792.5,177.8,305.6000061,10.5,218,0.8,,,,,90.11
9.65,792.5,177.8,309.2000122,9.800000191,226,0.95,,,,,77.34
11.08,792.5,177.8,316.6000061,10.39999962,283,1.12,,,,,66.28
13.9,792.5,177.8,423.2000122,11,332,1.56,,,,,39.91
0.67,792.5,177.8,154.1999969,10.69999981,89,0.7,,,,,96.72
3.38,792.5,177.8,183,10,103,0.7,,,,,96.67
4.05,792.5,177.8,185.8999939,10.30000019,128,0.7,,,,,96.67
4.89,792.5,177.8,209.1000061,10.69999981,140,0.71,,,,,93.86
5.72,792.5,177.8,214.1000061,10.89999962,165,0.72,,,,,90.74
6.88,792.5,177.8,231.3999939,10.39999962,175,0.85,,,,,88.7
8.15,792.5,177.8,259.7000122,11.39999962,177,0.86,,,,,85.86
8.67,792.5,177.8,305.6000061,10.5,218,0.88,,,,,82.6
9.65,792.5,177.8,309.2000122,9.800000191,226,1.12,,,,,66.02
11.08,792.5,177.8,316.6000061,10.39999962,283,1.54,,,,,42.74
13.9,792.5,177.8,423.2000122,11,332,1.67,,,,,29.66
0.67,792.5,167.6,154.1999969,10.69999981,89,0.7,,,,,96.72
3.38,792.5,167.6,183,10,103,0.7,,,,,95.23
4.05,792.5,167.6,185.8999939,10.30000019,128,0.71,,,,,95.23
4.89,792.5,167.6,209.1000061,10.69999981,140,0.71,,,,,95.23
5.71,792.5,167.6,214.1000061,10.89999962,165,0.72,,,,,93.23
6.88,792.5,167.6,231.3999939,10.39999962,175,0.86,,,,,86.61
8.15,792.5,167.6,259.7000122,11.39999962,177,0.87,,,,,84.89
8.67,792.5,167.6,305.6000061,10.5,218,0.88,,,,,83.12
9.65,792.5,167.6,309.2000122,9.800000191,226,0.88,,,,,83.91
11.08,792.5,167.6,316.6000061,10.39999962,283,1.12,,,,,72.34
13.9,792.5,167.6,423.2000122,11,332,1.64,,,,,37.91
0.68,792.5,104.1,154.1999969,10.69999981,89,0.7,,,,,98.45
3.38,792.5,104.1,183,10,103,0.7,,,,,95.23
4.06,792.5,104.1,185.8999939,10.30000019,128,0.71,,,,,93.91
4.89,792.5,104.1,209.1000061,10.69999981,140,0.72,,,,,92.73
5.72,792.5,104.1,214.1000061,10.89999962,165,0.72,,,,,93.91
6.88,792.5,104.1,231.3999939,10.39999962,175,0.72,,,,,93.59
8.15,792.5,104.1,259.7000122,11.39999962,218,0.72,,,,,93.47
8.67,792.5,104.1,305.6000061,10.5,226,0.72,,,,,92.7
9.67,792.5,104.1,309.2000122,9.800000191,283,0.72,,,,,92.85
11.08,792.5,104.1,316.6000061,10.39999962,332,1.78,,,,,22.88
13.9,792.5,104.1,423.2000122,11,177,1.78,,,,,22.88
0.67,792.5,114.3,154.1999969,10.69999981,89,0.7,,,,,98.45
3.38,792.5,114.3,183,10,103,0.71,,,,,93.91
4.06,792.5,114.3,185.8999939,10.30000019,128,0.72,,,,,92.73
4.89,792.5,114.3,209.1000061,10.69999981,140,0.71,,,,,93.91
5.72,792.5,114.3,214.1000061,10.89999962,165,0.71,,,,,93.84
6.88,792.5,114.3,231.3999939,10.39999962,175,0.71,,,,,93.76
8.15,792.5,114.3,259.7000122,11.39999962,177,0.72,,,,,92.68
8.67,792.5,114.3,305.6000061,10.5,218,0.72,,,,,92.08
9.67,792.5,114.3,309.2000122,9.800000191,226,0.8,,,,,89.85
11.08,792.5,114.3,316.6000061,10.39999962,283,1.78,,,,,22.88
13.9,792.5,114.3,423.2000122,11,332,1.78,,,,,22.88
13.02,119.4,177.8,149.8000031,13.5,71,1.91,,,,,11.32
14.03,119.4,177.8,201.1000061,12.69999981,76,1.88,,,,,16.96
12.47,269.2,160,233.6000061,10.60000038,258,2.01,,,,,8.81
4.48,269.2,160,312.3999939,9.300000191,98,0.73,,,,,93.91
7.38,269.2,160,317.3999939,10.69999981,161,1.16,,,,,70.65
10.59,269.2,160,369.2000122,9.899999619,237,2.01,,,,,8.83
5.11,228.6,139.7,394.3999939,7.6,745,1.08,,,,,79.9
5.28,228.6,139.7,394.3999939,7.699999809,745,1.31,,,,,61.33
5.9,228.6,139.7,584.2999878,7.599999905,881,1.89,,,,,18.08
6.16,228.6,139.7,584.2999878,7.8,1375,1.91,,,,,14.98
1.81,195.6,116.8,270.5,6.199999809,622,0.7,,,,,98.45
2.07,195.6,116.8,340.3999939,6.199999809,789,0.7,,,,,98.45
4.15,195.6,116.8,397.1000061,6.5,807,0.865,,,,,83.99
5.78,195.6,116.8,407.3999939,8,1073,0.865,,,,,83.99
7.12,195.6,116.8,455.7000122,7,1078,0.865,,,,,83.96
8.96,195.6,116.8,482.6000061,7.300000191,1080,1.16,,,,,70.6
9.98,195.6,116.8,551,7,1296,1.17,,,,,69.3
11.2,195.6,116.8,516.7000122,7.199999809,1090,1.17,,,,,69.59
14.17,195.6,116.8,547.2999878,7.199999809,1097,1.31,,,,,65.88
16.13,195.6,116.8,550.5999756,5.300000191,1105,1.78,,,,,25.24
17.99,195.6,116.8,550.5999756,6.300000191,1119,1.8,,,,,20.33
20.41,195.6,116.8,616.7999878,6,1214,1.91,,,,,15.43
1.2,304.8,180.3,270.5,6,622,0.7,,,,,98.45
1.81,304.8,180.3,270.5,6.199999809,622,0.7,,,,,98.45
2.07,304.8,180.3,340.3999939,6.199999809,789,0.7,,,,,98.45
3.4,304.8,180.3,340.3999939,4.699999809,967,0.8,,,,,88.24
4.07,304.8,180.3,397.1000061,6.5,967,0.852,,,,,82.95
4.31,304.8,180.3,397.1000061,6.5,1073,0.852,,,,,82.95
5.78,304.8,180.3,407.3999939,8,1073,0.852,,,,,82.95
6.95,304.8,180.3,407.3999939,7,1073,0.914,,,,,81.98
7.12,304.8,180.3,456,7,1078,0.914,,,,,82.51
7.45,304.8,180.3,482.7000122,7,1078,0.952,,,,,80.29
7.92,304.8,180.3,488.5,7.199999809,1080,1.138,,,,,71
8.45,304.8,180.3,511.1000061,7.199999809,1080,1.141,,,,,70.54
8.96,304.8,180.3,483,7.300000191,1080,1.146,,,,,70.27
9.47,304.8,180.3,547.2999878,7.300000191,1090,1.146,,,,,70.15
9.98,304.8,180.3,550.5999756,7,1296,1.214,,,,,67.37
10.55,304.8,180.3,550.5999756,7,1589,1.273,,,,,61.87
1.81,241.3,76.2,271,6.199999809,622,0.73,,,,,91.81
2.07,241.3,76.2,340,6.199999809,789,0.73,,,,,91.25
4.15,241.3,76.2,397,6.5,967,0.91,,,,,84.12
5.78,241.3,76.2,407,8,1073,1.14,,,,,72.29
7.12,241.3,76.2,456,7,1078,1.16,,,,,70.29
11.2,241.3,76.2,516.7000122,7.199999809,1090,1.22,,,,,63.43
14.17,241.3,76.2,547.2999878,7.199999809,1097,1.61,,,,,48.58
16.13,241.3,76.2,550.5999756,5.300000191,1105,1.62,,,,,41.82
17.99,241.3,76.2,550.5999756,6.300000191,1119,1.8,,,,,26.55
20.41,241.3,76.2,616.7999878,6,1214,2.247,,,,,19.12
0.08,792.5,124.5,264,7.199999809,258,0.68,,,,,100
1.61,792.5,124.5,268,8,275,0.7,,,,,95.23
4.09,792.5,124.5,341,8.300000191,277,0.7,,,,,95.23
4.72,792.5,124.5,343,7,470,0.7,,,,,95.23
5.81,792.5,124.5,348,8.300000191,504,1.27,,,,,62.55
7,792.5,124.5,470.8999939,7.400000095,531,1.31,,,,,60.58
0.08,792.5,180.3,264.3999939,7.2,258,0.68,,,,,100
1.61,792.5,180.3,267.8999939,8,275,0.7,,,,,95.23
4.09,792.5,180.3,341.3999939,8.300000191,277,0.7,,,,,95.23
4.72,792.5,180.3,343.2000122,7,470,0.7,,,,,95.23
5.81,792.5,180.3,348.2999878,8.300000191,504,1.27,,,,,62.55
7,792.5,180.3,471,7.400000095,531,1.31,,,,,60.58
7.69,792.5,180.3,385.5,7.800000191,331,1.36,,,,,59.58
10.04,792.5,180.3,388.8999939,8.899999619,335,1.38,,,,,56.58
10.9,792.5,180.3,392,8.300000191,370,1.4,,,,,55.58
11.85,792.5,180.3,409.6000061,8.899999619,382,1.35,,,,,59.58
12.9,792.5,180.3,410.8999939,7.800000191,434,1.65,,,,,49.47
15.03,792.5,180.3,417.5,9.300000191,447,1.68,,,,,44.86
16.75,792.5,180.3,446.8999939,7.699999809,458,1.72,,,,,33.54
17.97,792.5,180.3,470.8999939,8.100000381,470,1.81,,,,,26.19
20.99,792.5,180.3,476.7999878,6.699999809,506,2.25,,,,,18.15
22.94,792.5,180.3,501.2000122,6.5,531,2.3,,,,,16.22
24.98,314.9,127.1,282.8999939,8.199999809,136,1.416000009,,,,,53.69
29.16,314.9,127.1,311.5,9.100000381,165,2.3,,,,,15.54
31.19,314.9,127.1,320,9,303,3.31,,,,,1.47
33.23,314.9,127.1,363.7999878,9.899999619,346,4.12,,,,,0.83
19.98,208.3,195.5,230.3999939,7.800000191,149,1.22,,,,,69.33
24.16,208.3,195.5,255.6999969,9,248,1.69,,,,,30.53
26.19,208.3,195.5,306.2999878,8.600000381,293,1.82,,,,,20
26.95,208.3,195.5,370.3999939,8.199999809,324,1.79,,,,,18.87
19.98,221,190.5,230.3999939,7.800000191,149,1.18,,,,,75.97
24.16,221,190.5,255.6999969,9,248,1.67,,,,,34.57
26.19,221,190.5,306.2999878,8.600000381,293,1.78,,,,,22.45
26.95,221,190.5,370.3999939,8.199999809,324,1.81,,,,,15.98
19.98,177.8,215.9,230.3999939,7.800000191,149,1.22,,,,,66.51
24.16,177.8,215.9,255.6999969,9,248,1.81,,,,,23.03
26.19,177.8,215.9,306.2999878,8.600000381,293,1.82,,,,,20
26.95,177.8,215.9,370.3999939,8.199999809,324,1.82,,,,,16.1
19.98,162.6,162.6,230.3999939,7.800000191,149,1.22,,60,,,59.35
26.96,162.6,162.6,370,8.199999809,324,2.45,,150,,,15.68
19.98,182.9,187.9,230.3999939,7.800000191,149,1.22,,,,,68.68
24.16,182.9,187.9,255.6999969,9,248,1.67,,,,,37.58
26.19,182.9,187.9,306.2999878,8.600000381,293,1.81,,,,,25.81
26.95,182.9,187.9,370.3999939,8.199999809,324,2.51,,,,,15.83
19.98,215.9,188,230.3999939,7.800000191,149,1.22,,,,,69.33
26.96,215.9,188,370,8.199999809,324,2.78,,,,,20.64
19.98,208.3,203.2,230.3999939,7.800000191,149,1.15,,,,,67.48
26.95,208.3,203.2,370,8.199999809,324,2.81,,,,,22.64
19.98,226.1,180.4,230.3999939,7.800000191,149,1.15,,,,,67.48
26.95,226.1,180.4,370,8.199999809,324,2.78,,,,,20.64
19.98,233.7,175.3,230.3999939,7.800000191,149,1.18,,,,,72.33
24.16,233.7,175.3,255.6999969,9,248,1.68,,,,,32.3
26.19,233.7,175.3,306,8.600000381,324,1.81,,,,,22.23
24.98,317.5,116.9,272,8.199999809,136,0.71,,,,,91.38
27.01,317.5,116.9,271.5,8,165,0.78,,,,,89.78
29.16,317.5,116.9,282.8999939,9.100000381,244,1.16,,,,,64.01
31.19,317.5,116.9,311.5,9,303,1.67,,,,,37.1
33.24,317.5,116.9,320,9.899999619,328,1.878999949,,,,,27.59
34.74,317.5,116.9,363.7999878,10,346,2.002000093,,,,,13.88
24.98,584.2,114.3,271.5,8.199999809,136,0.71,,,,,91.38
27.01,584.2,114.3,272,8,165,0.8,,,,,88.61
24.98,139.7,149.8,271.5,8.199999809,136,0.71,,,,,90.38
27.01,139.7,149.8,272,8,165,0.82,,,,,87.81
29.16,139.7,149.8,283,9.100000381,244,1.17,,,,,64.1
31.19,139.7,149.8,363.7999878,9,346,1.67,,,,,37.2
24.98,154.9,127,272,8.199999809,136,0.73,,,,,89.78
27.01,154.9,127,271.5,8,165,0.8,,,,,88.36
29.16,154.9,127,282.8999939,9.100000381,244,1.18,,,,,63.23
31.19,154.9,127,311.5,9,303,1.67,,,,,36.2
33.24,154.9,127,320,9.899999619,328,1.88,,,,,27.59
34.74,154.9,127,363.7999878,10,346,2,,,,,13.88
24.98,139.7,124.4,272,8.199999809,136,0.75,,,,,90.35
27.01,139.7,124.4,271.5,8,165,0.8,,,,,88.59
31.19,139.7,124.4,311.5,9.100000381,303,1.68,,,,,35.21
33.24,139.7,124.4,320,9.9,328,1.77,,,,,29.5
34.74,139.7,124.4,363.7999878,10,346,1.97,,,,,14.88
24.98,480,111.7,271.5,8.199999809,136,0.71,,,,,91.8
27.01,480,111.7,272,8,165,0.81,,,,,87.64
24.98,513.1,121.9,271.5,8.199999809,136,0.7,,,,,98.88
27.01,513.1,121.9,272,8,165,0.79,,,,,89.7
24.98,142.2,116.8,271.5,8.199999809,136,0.7,,,,,98.58
27.01,142.2,116.8,272,8,165,0.8,,,,,88.4
29.16,142.2,116.8,283,9.100000381,244,1.17,,,,,62.21
31.19,142.2,116.8,320,9,328,1.68,,,,,35.21
33.24,142.2,116.8,320,9.899999619,346,1.77,,,,,29.5
19.8,769.6,315,266.8999939,8.600000381,132,0.89,,,,,89.82
21.84,769.6,315,277.8999939,8.300000191,144,0.89,,,,,87.08
24,769.6,315,336.6000061,9.5,347,1.12,,,,,79.81
26,769.6,315,362.5,8.899999619,349,1.37,,,,,53.88
28.05,769.6,315,371.1000061,9.800000191,363,1.46,,,,,49.58
31.05,769.6,315,409.6000061,8.399999619,427,2.12,,,,,10.18
19.8,172.7,309.9,266.8999939,8.600000381,132,0.78,,,,,90.72
21.84,172.7,309.9,277.8999939,8.300000191,144,1.092000008,,,,,79.96
24,172.7,309.9,336.6000061,9.5,347,1.12,,,,,70.15
26,172.7,309.9,362.5,8.899999619,349,1.46,,,,,46.03
28.05,172.7,309.9,371.1000061,9.800000191,363,1.75,,,,,33.79
31.04,172.7,309.9,409.6000061,8.399999619,427,2.21,,,,,9.98
19.8,274.3,337.8,266.8999939,8.600000381,132,0.91,,,,,81.38
21.84,274.3,337.8,277.8999939,8.300000191,144,1.22,,,,,68.24
24,274.3,337.8,336.6000061,9.5,347,1.26,,,,,67.31
26,274.3,337.8,362.5,8.899999619,349,1.67,,,,,48.61
28.05,274.3,337.8,371.1000061,9.800000191,363,1.68,,,,,46.83
31.05,274.3,337.8,409.6000061,8.399999619,427,2.12,,,,,10.19
19.8,660.4,294.7,266.8999939,8.600000381,132,0.91,,400,,,89.68
21.84,660.4,294.7,277.8999939,8.300000191,144,1.22,,440,,,67.75
28.05,660.4,294.7,336.6000061,9.800000191,363,1.27,,532,,,65.14
31.05,660.4,294.7,362.5,8.399999619,427,2.21,,739,,,8.53
19.8,190.5,302.3,266.8999939,8.600000381,132,0.92,,,,,80.82
21.84,190.5,302.3,277.8999939,8.300000191,144,0.9,,,,,83.9
24,190.5,302.3,336.6000061,9.5,347,0.92,,,,,80.35
26,190.5,302.3,362.5,8.899999619,349,1.373000026,,,,,53.19
28.05,190.5,302.3,371.1000061,9.800000191,363,1.89,,,,,17.77
31.05,190.5,302.3,409.6000061,8.399999619,427,2.21,,,,,8.69
19.8,723.9,302.2,266.8999939,8.600000381,132,0.7,,,,,100
21.84,723.9,302.2,277.8999939,8.300000191,144,0.7,,,,,100
28.05,723.9,302.2,336.6000061,9.800000191,363,0.93,,,,,85.43
31.05,723.9,302.2,362.5,8.399999619,427,1.217000008,,,,,64.6
19.8,482.6,299.8,266.8999939,8.600000381,132,0.71,,,,,96.88
21.84,482.6,299.8,277.8999939,8.300000191,144,0.904999971,,,,,82.99
28.05,482.6,299.8,336.6000061,9.800000191,363,1.21,,,,,66.91
31.05,482.6,299.8,362.5,8.399999619,427,1.25,,,,,60.52
19.8,482.6,299.8,266.8999939,8.600000381,132,0.7,,,,,100
28.05,482.6,299.8,277.8999939,9.800000191,349,1.21,,,,,65.81
31.05,482.6,299.8,336.6000061,8.399999619,427,1.89,,,,,21.9
8.92,307.4,116.9,205.1999969,9.8,68,0.88,,,,,83.81
13.15,307.4,116.9,228.8999939,8.899999619,187,1.02,,,,,76.86
14.84,307.4,116.9,243.5,9.800000191,194,1.35,,,,,58.88
16.87,307.4,116.9,288.3999939,9.800000191,230,2.18,,,,,13.67
17.83,307.4,116.9,369.7000122,9.899999619,355,2.28,,,,,8.71
8.92,307.4,116.9,205.1999969,9.800000191,68,0.88,,,,,82.41
14.84,307.4,116.9,243.5,9.8,194,1.33,,,,,55.88
16.87,307.4,116.9,288.3999939,9.800000191,230,2.18,,,,,13.67
17.83,307.4,116.9,369.7000122,8.699999809,355,2.21,,,,,12.5
8.92,307.4,111.8,205.1999969,9.800000191,68,0.89,,,,,81.71
13.15,307.4,111.8,228.8999939,8.9,187,1.01,,,,,75.86
14.84,307.4,111.8,243.5,9.8,194,1.37,,,,,53.24
16.87,307.4,111.8,288.3999939,9.800000191,230,2.21,,,,,12.18
17.83,307.4,111.8,369.7000122,8.699999809,355,2.28,,,,,8.71
8.92,307.4,124.5,205.1999969,9.8,68,0.88,,,,,82.2
13.15,307.4,124.5,228.8999939,8.899999619,187,1.02,,,,,76.8
14.84,307.4,124.5,243.5,9.800000191,194,1.38,,,,,52.1
16.87,307.4,124.5,288.3999939,9.800000191,230,1.98,,,,,19.43
17.81,307.4,124.5,369.7000122,9.899999619,355,2.032,,,,,8.42
8.95,416.6,94,143,6.300000191,651,1.66,,,,,38.27
11.91,416.6,94,187,5.300000191,870,1.89,,,,,21.09
10.87,177.8,78.7,270.7000122,7.599999905,414,1.12,,,,,72.38
15.2,177.8,78.7,320.3999939,7.400000095,419,1.35,,,,,53.2
17.88,177.8,78.7,329.2999878,8.300000191,478,1.89,,,,,22.64
10.87,165.1,73.6,270.7000122,7.599999905,414,1.12,,,,,66.61
15.2,165.1,73.6,320.3999939,7.400000095,419,1.35,,,,,53.29
17.87,165.1,73.6,329.2999878,8.300000191,478,1.89,,,,,22.64
10.87,142.2,66,270.7000122,7.599999905,414,1.012,,,,,72.85
15.2,142.2,66,320.3999939,7.400000095,419,1.34,,,,,57.8
17.88,142.2,66,329.2999878,8.300000191,478,1.89,,,,,22.2
10.87,195.6,73.7,270.7000122,7.599999905,414,0.957,,,,,88.19
17.87,195.6,73.7,329.2999878,8.300000191,478,1.455,,,,,40.73
4.61,172.7,111.8,136.3999939,3.5,811,1.41,,,,,47.86
8.96,172.7,111.8,211.3000031,3.799999952,855,1.42,,,,,45.38
9.88,172.7,111.8,212.5,3.700000048,934,1.36,,,,,50.32
10.84,172.7,111.8,219.5,1.899999976,1154,1.46,,,,,39.32
12.63,172.7,111.8,252.1999969,3.400000095,1297,1.89,,,,,27.74
15.55,172.7,111.8,303.8999939,2.900000095,1448,2.03,,,,,10.23
4.6,172.7,121.9,136.3999939,3.5,811,1.4,,,,,48.19
8.96,172.7,121.9,211.3000031,3.799999952,855,1.4,,,,,48.73
9.88,172.7,121.9,212.5,3.700000048,934,1.38,,,,,50.86
10.84,172.7,121.9,219.5,1.899999976,1154,1.42,,,,,47.45
12.63,172.7,121.9,252.1999969,3.400000095,1297,1.42,,,,,47.65
15.55,172.7,121.9,303.8999939,2.900000095,1448,2.707,,,,,10.61
4.61,172.7,116.8,136.3999939,3.5,811,1.36,,,,,54.9
8.96,172.7,116.8,211.3000031,3.799999952,855,1.33,,,,,51.39
9.88,172.7,116.8,212.5,3.700000048,934,1.46,,,,,44.58
10.84,172.7,116.8,219.5,1.899999976,1154,1.38,,,,,50.43
12.63,172.7,116.8,252.1999969,3.400000095,1297,1.96,,,,,38.88
15.55,172.7,116.8,303.8999939,2.900000095,1448,1.96,,,,,39.48
4.61,172.7,114.3,136.3999939,3.5,811,1.4,,,,,49.54
8.96,172.7,114.3,211.3000031,3.799999952,855,1.4,,,,,49.86
9.88,172.7,114.3,212.5,3.700000048,934,1.33,,,,,51.88
10.84,172.7,114.3,219.5,1.899999976,1154,1.4,,,,,50.07
12.63,172.7,114.3,252.1999969,3.400000095,1297,1.4,,,,,49.95
15.55,172.7,114.3,303.8999939,2.900000095,1448,2.273,,,,,10.61
4.61,172.7,106.7,136,3.5,811,1.41,,,,,47.78
9.88,172.7,106.7,212.5,3.700000048,934,1.4,,,,,49.57
12.63,172.7,106.7,252.1999969,3.400000095,1154,1.973,,,,,30.13
10.87,157.5,71.1,249.8999939,7.599999905,400,1.12,,,,,78.59
13.12,157.5,71.1,249.8999939,6.199999809,400,1.13,,,,,76.27
13.45,157.5,71.1,249.8999939,6.199999809,414,1.15,,,,,75.95
13.72,157.5,71.1,281.6000061,8.399999619,478,1.16,,,,,74.98
13.81,157.5,71.1,281.6000061,7.4,478,1.17,,,,,72.36
14.14,157.5,71.1,320.4,8.399999619,629,1.25,,,,,67.37
14.64,157.5,71.1,320.4,7.400000095,629,1.253000021,,,,,65.52
14.88,157.5,71.1,329.2999878,4.7,847,1.21,,,,,68.4
16.29,604.5,99.1,255.8000031,9,327,1.972000003,,,,,21.07
19.42,604.5,99.1,267.2999878,8.8,331,2.183000088,,,,,12.5
20.48,604.5,99.1,360.1000061,8.8,346,2.282999992,,,,,10.14
24.41,604.5,99.1,428.2999878,8,460,2.397000074,,,,,8.76
25.38,604.5,99.1,493.2000122,7.8,532,2.423000097,,,,,8.74
9.23,320,127,384.1000061,7.900000095,565,1.42,,,,,49.68
12.05,320,127,398.5,7,724,1.95,,,,,34.09
20.17,281.4,101.6,451.8999939,5,705,1.21,,,,,68.16
21.06,281.4,101.6,488,4.300000191,911,1.97,,,,,20.52
16.97,221,124.5,193.3999939,7.699999809,555,1.97,,,,,30.42
19.76,221,124.5,307.6000061,6.800000191,815,1.42,,,,,49.42
7.45,533.4,116.8,294.7999878,7.900000095,481,1.174999952,,,,,74.25
10.55,533.4,116.8,361.2000122,7.400000095,483,1.48,,,,,49.69
11.48,533.4,116.8,444.1000061,6.199999809,759,1.52,,,,,46.77
8.96,172.7,119.4,136.4,3.799999952,811,1.53,,,,,48.8
9.88,172.7,119.4,211,3.700000048,855,1.31,,,,,51.89
10.84,172.7,119.4,212.5,1.9,934,1.52,,,,,47.86
