Age,TTh,ATh,TAP,MAAT,FI,MIRI,PI,AADTT, pass Sieve 200 subgrade, pass Sieve 200 base_subbase,PCI
12.63,172.7,119.4,219.5,3.400000095,1297,1.52,,,,,47.79
15.55,172.7,119.4,303.8999939,2.9,1448,1.52,,,,,47.54
7.08,165.1,142.2,201,4.099999905,844,0.8,,,,,87.24
11.08,165.1,142.2,382.7999878,0.800000012,943,1.12,,,,,78.49
12.12,165.1,142.2,410.1000061,3.799999952,1058,1.38,,,,,52.42
14.03,165.1,142.2,427.3999939,4.199999809,1137,1.39,,,,,51.02
19.15,165.1,142.2,444.3999939,3.700000048,2018,1.408,,,,,47.08
1.7,350.5,119.4,301.5,5.800000191,370,0.7,,,,,96.72
3.62,350.5,119.4,318.6000061,6.599999905,692,0.73,,,,,91.91
6.73,350.5,119.4,392.7999878,4.5,822,1.14,,,,,73.21
8.71,350.5,119.4,506.1000061,5.800000191,922,1.17,,,,,70.8
12.72,350.5,119.4,530.7999878,2.299999952,1046,1.47,,,,,49.15
14.75,350.5,119.4,547.2000122,2.599999905,1201,1.71,,,,,29.7
15.64,350.5,119.4,636.2999878,2.299999952,1232,2.45,,,,,7.18
1.7,350.5,119.4,301.5,5.800000191,370,0.72,,,,,96.72
3.62,350.5,119.4,318.6000061,6.599999905,692,0.8,,,,,88.94
6.73,350.5,119.4,392.7999878,4.5,822,1.12,,,,,75.28
8.71,350.5,119.4,506.1000061,5.800000191,922,1.24,,,,,69.89
12.72,350.5,119.4,530.7999878,2.299999952,1046,1.48,,,,,48.12
14.75,350.5,119.4,547.2000122,2.599999905,1201,1.67,,,,,30.91
15.63,350.5,119.4,636.2999878,2.299999952,1232,1.89,,,,,11.62
1.7,350.5,119.4,301.5,5.800000191,370,0.72,,,,,96.7
3.62,350.5,119.4,318.6000061,6.599999905,692,0.76,,,,,90.36
6.73,350.5,119.4,392.7999878,4.5,822,1.16,,,,,72.18
8.71,350.5,119.4,506.1000061,5.800000191,922,1.17,,,,,70.79
12.72,350.5,119.4,530.7999878,2.299999952,1046,1.36,,,,,53.38
14.75,350.5,119.4,547.2000122,2.599999905,1201,1.65,,,,,32.81
15.64,350.5,119.4,636.2999878,2.299999952,1232,1.89,,,,,15.89
13.94,368.3,165.1,507,3.5,958,0.77,,,,,90.11
18.26,368.3,165.1,529,1.5,1162,1.16,,,,,73.07
20.08,368.3,165.1,569,2.799999952,1557,1.88,,,,,13.8
21.02,368.3,165.1,569,2.799999952,1557,1.91,,,,,10.61
21.99,368.3,165.1,569,2.700000048,1557,1.98,,,,,5.23
13.94,381,137.2,507,3.5,958,0.79,,,,,89.78
18.26,381,137.2,529,1.5,1162,1.28,,,,,69.87
20.08,381,137.2,569,2.799999952,1557,1.89,,,,,12.95
21.02,381,137.2,569,2.799999952,1557,1.91,,,,,10.61
22,381,137.2,569,2.700000048,1557,2.12,,,,,4.38
13.94,398.8,162.6,507.3999939,3.5,958,0.81,,,,,89.78
18.26,398.8,162.6,528.9000244,1.5,1162,1.16,,,,,71.22
20.08,398.8,162.6,569,2.799999952,1557,1.89,,,,,13.76
13.94,342.9,165.1,507,3.5,958,0.81,,,,,88.68
18.26,342.9,165.1,529,1.5,1162,1.26,,,,,68.88
13.94,353,160,507.3999939,3.5,958,0.76,,,,,93.91
18.26,353,160,528.9000244,1.5,1162,1.28,,,,,67.99
20.08,353,160,569,2.799999952,1557,1.78,,,,,15.01
21.02,353,160,569,2.799999952,1557,1.89,,,,,13.08
13.94,381,157.5,507.3999939,3.5,958,0.79,,,,,91.59
18.26,381,157.5,528.9000244,1.5,1162,1.17,,,,,70.22
20.08,381,157.5,569,2.799999952,1557,1.7,,,,,16.91
21.02,381,157.5,569,2.799999952,1557,1.89,,,,,12.08
13.94,378.5,162.6,507.3999939,3.5,958,0.72,,,,,93.48
18.26,378.5,162.6,528.9000244,1.5,1162,1.28,,,,,69.58
20.08,378.5,162.6,569,2.799999952,1557,1.78,,,,,15.01
21.02,378.5,162.6,569,2.799999952,1557,1.89,,,,,12.06
13.94,378.5,167.7,507.3999939,3.5,958,0.77,,,,,90.11
18.26,378.5,167.7,528.9000244,1.5,1162,1.28,,,,,66.16
20.08,378.5,167.7,569,2.799999952,1557,1.76,,,,,16.91
21.02,378.5,167.7,569,2.799999952,1557,1.94,,,,,14.93
13.94,342.9,180.4,507.3999939,3.5,958,0.71,,,,,92.73
18.26,342.9,180.4,528.9000244,1.5,1162,1.28,,,,,62.49
20.08,342.9,180.4,569,2.799999952,1557,1.89,,,,,12
9.14,279.4,114.3,463.1000061,2.900000095,1297,0.75,,,,,91.66
11.99,279.4,114.3,574.2999878,0,2299,1.29,,,,,62.46
13.24,327.7,180.3,491.1000061,3.2,936,1.12,,,,,79.65
14.99,327.7,180.3,515.5,3.9,1135,1.22,,,,,67.49
6.24,548.7,96.5,485.1000061,4.900000095,563,1.78,,,,,22.88
6.92,548.7,96.5,573.9000244,3.400000095,923,1.87,,,,,18.22
4.91,657.9,45.7,396.1000061,5.8,436,1.35,,,,,53.33
9.74,657.9,45.7,401.7999878,6.2,477,2.12,,,,,13.22
0.14,434.3,127,446.3999939,0,1244,0.8,24,292,65,9.1,98.45
1.04,434.3,127,347.2999878,3,1312,0.854,24,431,65,9.1,93.91
2.77,434.3,127,453.3999939,3.400000095,1476,0.85,24,436,65,9.1,91.66
3.82,434.3,127,376.2999878,2.200000048,1557,0.86,24,484,65,9.1,90.68
5.08,434.3,127,228.8999939,4,1744,0.89,24,494,65,9.1,89.78
7.79,434.3,127,444.6000061,2.299999952,1748,1.12,24,552,65,9.1,74.13
11.09,434.3,127,476.3999939,2.5,2415,1.87,24,493,65,9.1,18.17
0.14,416.6,121.9,446.3999939,0,1244,0.801,21,292,61,9.8,98.45
1.04,416.6,121.9,347.2999878,3,1312,0.835,21,431,61,9.8,95.23
2.77,416.6,121.9,453.3999939,3.400000095,1476,1.015,21,436,61,9.8,92.73
3.82,416.6,121.9,376.2999878,2.200000048,1557,1.015,21,484,61,9.8,92.73
5.08,416.6,121.9,228.8999939,4,1744,1.026,21,494,61,9.8,90.68
7.8,416.6,121.9,444.6000061,2.299999952,1748,1.21,21,552,61,9.8,61.79
11.09,416.6,121.9,476.3999939,2.5,2415,1.89,21,493,61,9.8,16.21
0.14,441.9,111.7,446.3999939,0,1244,0.731,21,292,57,9,100
1.04,441.9,111.7,347.2999878,3,1312,0.777,21,431,57,9,93.91
2.77,441.9,111.7,453.3999939,3.400000095,1476,0.79,21,436,57,9,90.68
3.82,441.9,111.7,376.2999878,2.200000048,1557,0.9,21,484,57,9,89.78
5.08,441.9,111.7,228.8999939,4,1744,0.9,21,494,57,9,89.78
7.79,441.9,111.7,444.6000061,2.299999952,1748,1.21,21,552,57,9,61.79
11.09,441.9,111.7,476.3999939,2.5,2415,1.89,21,493,57,9,16.21
0.14,431.8,129.6,446.3999939,0,1244,0.761,22,292,65,9,100
1.04,431.8,129.6,347.2999878,3,1312,0.77,22,431,65,9,95.23
2.77,431.8,129.6,453.3999939,3.400000095,1476,0.78,22,436,65,9,92.73
3.82,431.8,129.6,376.2999878,2.200000048,1557,0.79,22,484,65,9,91.66
5.08,431.8,129.6,228.8999939,4,1744,0.79,22,494,65,9,91.66
7.79,431.8,129.6,444.6000061,2.299999952,1748,1.22,22,552,65,9,60.7
11.09,431.8,129.6,476.3999939,2.5,2415,1.87,22,493,65,9,12.65
0.14,444.5,121.9,446.3999939,0,1244,0.736,22,292,62,10,100
2.77,444.5,121.9,453.3999939,3.400000095,1467,0.76,22,436,62,10,91.66
3.82,444.5,121.9,376.2999878,2.200000048,1557,0.77,22,484,62,10,90.68
5.08,444.5,121.9,228.8999939,4,1744,0.77,22,494,62,10,90.68
7.8,444.5,121.9,444.6000061,2.299999952,1748,1.36,22,552,62,10,59.58
11.09,444.5,121.9,476.3999939,2.5,2415,1.87,22,493,62,10,22.41
0.14,429.2,137.1,446.3999939,0,1244,0.7,22,292,,,98.45
2.77,429.2,137.1,453.3999939,3.400000095,1467,0.8,22,436,,,89.78
3.82,429.2,137.1,376.2999878,2.200000048,1557,0.72,22,484,,,92.64
5.08,429.2,137.1,228.8999939,4,1744,1.12,22,494,,,72.58
7.8,429.2,137.1,444.6000061,2.299999952,1748,1.36,22,552,,,59.5
11.09,429.2,137.1,476.3999939,2.5,2415,2.63,22,493,,,15.53
0.14,429.2,119.4,446.3999939,0,1244,0.7,20,292,65,11.7,98.45
2.77,429.2,119.4,453.3999939,3.400000095,1467,0.71,20,436,65,11.7,93.91
3.82,429.2,119.4,376.2999878,2.200000048,1557,0.89,20,484,65,11.7,83.19
5.08,429.2,119.4,228.8999939,4,1744,1.26,20,494,65,11.7,68.43
7.8,429.2,119.4,444.6000061,2.299999952,1748,1.38,20,552,65,11.7,58.5
11.09,429.2,119.4,476.3999939,2.5,2415,2.63,20,493,65,11.7,15.53
22.31,271.78,256.6,477.6000061,2.5,1167,1.64,,,,,35.76
27.11,271.78,256.6,527.7999878,3.799999952,1776,1.87,,,,,24.02
26.14,238.8,116.8,373.8999939,2.700000048,1142,1.15,,,,,71.2
30.96,238.8,116.8,353.5,4.199999809,1379,1.7,,,,,31.3
34.29,238.8,116.8,354.2000122,3,1487,1.68,,,,,30.55
36,238.8,116.8,406.8999939,3.099999905,1790,1.98,,,,,2.6
26.14,248.9,111.8,358,2.799999952,1134,0.883000016,,,,,79.97
30.96,248.9,111.8,358.1000061,4.199999809,1375,1.55,,,,,45.2
34.29,248.9,111.8,377,3,1480,1.64,,,,,37.5
36,248.9,111.8,406.6000061,3.200000048,1781,1.98,,,,,3.87
20.36,248.9,185.4,413.5,3,1321,1.89,,,,,19.52
21.4,248.9,185.4,497.3999939,2.700000048,1543,4.07,,,,,8.64
22.47,248.9,185.4,497.3999939,2,1543,4.08,,,,,5.74
22.78,248.9,185.4,633.4000244,2,1599,5.7,,,,,4.59
22.31,279.4,284.2,480.2000122,2.5,1169,1.71,,,,,36.65
27.11,280.4,284.2,528.9000244,3.700000048,1777,1.87,,,,,22.48
19.75,154.94,170.2,416,2.799999952,1564,1.28,,,,,60.95
20.36,154.94,170.2,633.4000244,3,1599,1.45,,,,,45.31
19.82,167.64,208.3,416,2.799999952,1564,1.35,,,,,55.15
20.36,167.64,208.3,633,3,1599,1.45,,,,,45.31
21.57,167.64,208.3,497.3999939,2.700000048,1321,1.65,,,,,31.71
22.47,167.64,208.3,497.3999939,2,1543,1.71,,,,,36.97
22.78,167.64,208.3,633.4000244,2,1543,1.91,,,,,18.08
24.76,167.64,208.3,658.4000244,1.700000048,1885,4.69,,,,,5.57
19.82,165.1,180.3,416,2.799999952,1564,1.12,,,,,75.17
20.36,165.1,180.3,633,3,1599,1.38,,,,,55.42
21.4,165.1,180.3,485.7000122,2.700000048,1321,1.38,,,,,55.1
21.57,165.1,180.3,497.3999939,2.7,1321,1.55,,,,,50.1
22.47,165.1,180.3,497,2,1543,1.35,,,,,49.3
19.82,190.5,182.9,416,2.799999952,1564,0.8,,,,,80.92
20.36,190.5,182.9,633.4000244,3,1599,1.61,,,,,47.54
19.82,160.02,185.4,416,2.799999952,1564,1.12,,,,,75.17
20.36,160.02,185.4,633,3,1599,1.34,,,,,52.49
21.57,160.02,185.4,497.3999939,2.700000048,1321,1.3,,,,,68.47
22.47,160.02,185.4,497.3999939,2,1543,1.29,,,,,64.89
22.79,160.02,185.4,633.4000244,2,1543,1.46,,,,,40.98
24.76,160.02,185.4,658.4000244,1.700000048,1885,1.98,,,,,21.75
21.08,259.1,78.7,303.2000122,2.5,1387,1.162999988,,,,,75.09
21.61,259.1,78.7,346.3999939,2.799999952,1709,1.98,,,,,20.23
22.83,259.1,78.7,475,2.700000048,1729,1.98,,,,,16.85
21.08,259.1,71.1,303,2.5,1387,1.12,,,,,72.26
21.61,259.1,71.1,346.3999939,2.8,1709,1.98,,,,,20.23
22.83,259.1,71.1,474.7000122,2.7,1729,1.98,,,,,16.85
23.72,259.1,71.1,571.5,1.9,1730,3.89,,,,,9.13
26,259.1,71.1,303.2000122,2.5,1729,4.05,,,,,9.09
29.7,259.1,71.1,572,3.2,1981,4.06,,,,,8.37
21.08,259.1,71.1,303.2000122,2.5,1387,1.13,,,,,77.05
21.61,259.1,71.1,346.3999939,2.799999952,1709,1.92,,,,,18.65
22.83,259.1,71.1,475,2.700000048,1729,3.89,,,,,8.7
23.72,259.1,71.1,572,1.899999976,1730,3.88,,,,,8.77
29.7,259.1,71.1,571.5,3.200000048,1981,3.87,,,,,9.59
21.08,259.1,86.4,303.2000122,2.5,1387,1.13,,,,,75.21
21.61,259.1,86.4,346,2.8,1709,1.92,,,,,18.65
21.08,259.1,53.3,303.2000122,2.5,1387,1.15,,,,,77.96
21.61,259.1,53.3,346,2.8,1709,1.46,,,,,44.59
21.08,259.1,78.7,303.2000122,2.5,1387,0.85,,,,,83.09
21.61,259.1,78.7,346,2.8,1709,1.97,,,,,24.61
1.56,190.5,111.8,189.8000031,19.89999962,0,1.100999951,,,,,93.91
2.04,190.5,112.8,189.8000031,19.89999962,0,1.100999951,,,,,93.91
2.27,190.5,113.8,189.8000031,19.89999962,0,1.100999951,,,,,93.91
2.52,190.5,114.8,95.40000153,20.70000076,0,1.057000041,,,,,95.23
2.67,190.5,115.8,95.40000153,20.70000076,0,1.057000041,,,,,95.23
2.94,190.5,116.8,95.40000153,20.70000076,0,1.057000041,,,,,95.23
3.04,190.5,117.8,95.40000153,20.70000076,0,1.057000041,,,,,95.23
4.44,190.5,118.8,295.8999939,18.60000038,0,1.090000033,,,,,88.32
4.45,190.5,119.8,295.8999939,18.60000038,0,1.090000033,,,,,88.89
4.72,190.5,120.8,295.8999939,18.60000038,0,1.171000004,,,,,75.24
4.86,190.5,121.8,295.8999939,18.60000038,0,1.177999973,,,,,75.97
5.23,190.5,122.8,295.8999939,18.60000038,0,1.184999943,,,,,66.31
5.55,190.5,123.8,165.1999969,19.79999924,0,1.284000039,,,,,63.94
6.45,190.5,124.8,111.1999969,20.39999962,0,1.333999991,,,,,62.76
7.76,190.5,125.8,157.3000031,20,0,2.049000025,,,,,22.26
8.34,190.5,126.8,157.3000031,20,0,2.118000031,,,,,17.1
8.66,190.5,127.8,121.6999969,19.20000076,0,2.118000031,,,,,17.01
1.54,304.8,172.7,189.8000031,19.89999962,0,0.670000017,,,,,90.68
2.04,304.8,172.7,189.8000031,19.89999962,0,0.670000017,,,,,90.68
2.27,304.8,172.7,95.40000153,19.89999962,0,0.670000017,,,,,90.68
2.52,304.8,172.7,95.40000153,20.70000076,0,0.697000027,,,,,89.89
2.67,304.8,172.7,95.40000153,20.70000076,0,0.697000027,,,,,89.51
2.94,304.8,172.7,95.40000153,20.70000076,0,0.697000027,,,,,90.28
3.04,304.8,172.7,295.8999939,20.70000076,0,0.697000027,,,,,89.89
4.44,304.8,172.7,295.8999939,18.60000038,0,0.856000006,,,,,69.24
4.72,304.8,172.7,295.8999939,18.60000038,0,0.778999984,,,,,78.51
4.87,304.8,172.7,295.8999939,18.60000038,0,0.763000011,,,,,77.96
5.23,304.8,172.7,295.8999939,18.60000038,0,0.763000011,,,,,76.3
5.54,304.8,172.7,165.1999969,19.79999924,0,0.802999973,,,,,74.78
6.45,304.8,172.7,111.1999969,20.39999962,0,1.052999973,,,,,27.6
7.76,304.8,172.7,157.3000031,20,0,1.153,,,,,17.29
8.33,304.8,172.7,157.3000031,20,0,1.153,,,,,20.89
8.66,304.8,172.7,121.6999969,19.20000076,0,1.15199995,,,,,22.97
1.54,215.9,167.6,189.8000031,19.89999962,0,0.587000012,,,,,95.23
4.44,215.9,167.6,295.8999939,18.60000038,0,0.587000012,,,,,95.23
5.53,215.9,167.6,165.1999969,19.79999924,0,0.684000015,,,,,91.59
6.45,215.9,167.6,111.1999969,20.39999962,0,0.782999992,,,,,78.99
7.75,215.9,167.6,157.3000031,20,0,0.782999992,,,,,78.08
8.65,215.9,167.6,121.6999969,19.20000076,0,1.06400001,,,,,25.29
1.55,307.3,101.6,189.8000031,19.89999962,0,0.551999986,,,,,100
4.44,307.3,101.6,295.8999939,18.60000038,0,0.566999972,,,,,91.66
5.54,307.3,101.6,165.1999969,19.79999924,0,0.717999995,,,,,84.87
6.45,307.3,101.6,111.1999969,20.39999962,0,0.737999976,,,,,78.47
7.76,307.3,101.6,157.3000031,20,0,1.014999986,,,,,53.84
8.67,307.3,101.6,121.6999969,19.20000076,0,1.151000023,,,,,54.91
1.54,208.3,188,189.8000031,19.89999962,0,0.508000016,,,,,100
4.44,208.3,188,295.8999939,18.60000038,0,0.555999994,,,,,92.73
5.53,208.3,188,165.1999969,19.79999924,0,0.555999994,,,,,92.55
6.45,208.3,188,111.1999969,20.39999962,0,0.639999986,,,,,88.68
7.75,208.3,188,157.3000031,20,0,0.712000012,,,,,84.85
8.65,208.3,188,121.6999969,19.20000076,0,0.750999987,,,,,62.01
9.71,208.3,188,183.6999969,19,0,0.750999987,,,,,62.53
10.72,208.3,188,286.7000122,18.10000038,0,0.750999987,,,,,65.31
11.69,208.3,188,298.6000061,17.89999962,0,1.04400003,,,,,59.21
12.33,208.3,188,298.6000061,17.89999962,0,1.074000001,,,,,45.17
1.55,299.7,99.1,189.8000031,19.89999962,0,0.518000007,,,,,100
4.44,299.7,99.1,295.8999939,18.60000038,0,0.782999992,,,,,91.66
5.54,299.7,99.1,165.1999969,19.79999924,0,0.833000004,,,,,84.9
6.45,299.7,99.1,111.1999969,20.39999962,0,0.90200001,,,,,72.23
7.76,299.7,99.1,157.3000031,20,0,1.54400003,,,,,35.66
1.54,221,160,189.8000031,19.89999962,0,0.964999974,,,,,75.49
4.44,221,160,295.8999939,18.60000038,0,1.411999941,,,,,44.94
1.56,302.2,101.6,189.8000031,19.89999962,0,0.873000026,,,,,92.73
4.44,302.2,101.6,295.8999939,18.60000038,0,0.976000011,,,,,87.97
5.55,302.2,101.6,165.1999969,19.79999924,0,1.041000009,,,,,70.57
6.45,302.2,101.6,111.1999969,20.39999962,0,1.164000034,,,,,22.88
7.76,302.2,101.6,157.3000031,20,0,1.128999949,,,,,21.7
8.67,302.2,101.6,121.6999969,19.20000076,0,1.18900001,,,,,5.47
1.56,406.4,104.1,189.8000031,19.89999962,0,0.713999987,,,,,92.73
4.44,406.4,104.1,295.8999939,18.60000038,0,0.98299998,,,,,53.89
5.55,406.4,104.1,165.1999969,19.79999924,0,0.98299998,,,,,53.3
6.45,406.4,104.1,111.1999969,20.39999962,0,0.958999991,,,,,14.66
7.76,406.4,104.1,157.3000031,20,0,0.939999998,,,,,12.95
8.66,406.4,104.1,121.6999969,19.20000076,0,1.277999997,,,,,4.97
1.55,358.1,106.7,189.8000031,19.89999962,0,0.617999971,,,,,91.66
4.44,358.1,106.7,295.8999939,18.60000038,0,0.660000026,,,,,92.73
5.55,358.1,106.7,165.1999969,19.79999924,0,0.862999976,,,,,83.5
6.45,358.1,106.7,111.1999969,20.39999962,0,1.371000051,,,,,22.88
7.76,358.1,106.7,157.3000031,20,0,1.332000017,,,,,17.19
8.66,358.1,106.7,121.6999969,19.20000076,0,1.337000012,,,,,22.88
1.54,297.2,172.7,189.8000031,19.89999962,0,0.589999974,,,,,92.73
4.44,297.2,172.7,295.8999939,18.60000038,0,0.63499999,,,,,88.73
5.53,297.2,172.7,165.1999969,19.79999924,0,0.949000001,,,,,24.88
6.45,297.2,172.7,111.1999969,20.39999962,0,0.981000006,,,,,22.88
7.76,297.2,172.7,157.3000031,20,0,1.230999947,,,,,17.48
1.54,401.3,170.2,189.8000031,19.89999962,0,0.523000002,,,,,92.73
4.44,401.3,170.2,295.8999939,18.60000038,0,0.523000002,,,,,92.73
5.53,401.3,170.2,165.1999969,19.79999924,0,1.164000034,,,,,24.88
6.45,401.3,170.2,111.1999969,20.39999962,0,1.164000034,,,,,22.88
7.75,401.3,170.2,157.3000031,20,0,1.164000034,,,,,23.27
8.66,401.3,170.2,121.6999969,19.20000076,0,1.164000034,,,,,22.88
9.71,401.3,170.2,183.6999969,19,0,1.164000034,,,,,22.2
10.72,401.3,170.2,286.7000122,18.10000038,0,1.710000038,,,,,20.4
11.69,401.3,170.2,298.6000061,17.89999962,0,1.710000038,,,,,20.39
12.33,401.3,170.2,298.6000061,17.89999962,0,2.167999983,,,,,17
1.56,96.5,144.8,189.8000031,19.89999962,0,1.110999942,,,,,91.66
4.44,96.5,144.8,295.8999939,18.60000038,0,1.110999942,,,,,91.3
5.55,96.5,144.8,165.1999969,19.79999924,0,1.200000048,,,,,75.39
6.46,96.5,144.8,111.1999969,20.39999962,0,1.273000002,,,,,22.88
7.76,96.5,144.8,157.3000031,20,0,1.294999957,,,,,18.27
8.67,96.5,144.8,121.6999969,19.20000076,0,1.690000057,,,,,6.38
1.56,96.5,215.9,189.8000031,19.89999962,0,1.110999942,,,,,93.91
4.44,96.5,215.9,295.8999939,18.60000038,0,1.110999942,,,,,93.91
5.55,96.5,215.9,165.1999969,19.79999924,0,1.110999942,,,,,93.91
6.46,96.5,215.9,111.1999969,20.39999962,0,1.406999946,,,,,26.88
7.76,96.5,215.9,157.3000031,20,0,1.407999992,,,,,22.93
8.66,96.5,215.9,121.6999969,19.20000076,0,1.437000036,,,,,22.95
1.56,381,25.4,189.8000031,19.89999962,0,1.054999948,,,,,80.81
4.44,381,25.4,295.8999939,18.60000038,0,1.332999945,,,,,71.18
5.55,381,25.4,165.1999969,19.79999924,0,1.715999961,,,,,56.05
1.41,101.6,238.8,183.1000061,22.79999924,0,1.032999992,,,,,89.78
4.1,101.6,238.8,151.1000061,23.10000038,0,1.032999992,,,,,89.78
5.28,101.6,238.8,152.1999969,22.10000038,0,1.065999985,,,,,21.21
1.41,101.6,226.1,183.1000061,22.79999924,0,0.741999984,,,,,89.78
4.09,101.6,226.1,151.1000061,23.10000038,0,0.741999984,,,,,89.78
5.27,101.6,226.1,152.1999969,22.10000038,0,0.867999971,,,,,63.85
6.45,101.6,226.1,212.8000031,22.70000076,0,0.935000002,,,,,56.69
8.18,101.6,226.1,157.6000061,22.5,0,0.911000013,,,,,59.4
11.2,101.6,226.1,228.8000031,23.10000038,0,0.936999977,,,,,21.12
14.43,101.6,226.1,237,22.89999962,0,1.434999943,,,,,13.42
16.31,101.6,226.1,253.6999969,22.79999924,0,2.226000071,,,,,11.86
18.4,101.6,226.1,112.9000015,23.60000038,0,2.125999928,,,,,10.36
21.2,101.6,226.1,245.8999939,23.29999924,0,2.190000057,,,,,4.69
22.21,101.6,226.1,190.6000061,23.29999924,0,2.463000059,,,,,0.46
23.21,101.6,226.1,193.8999939,23.60000038,0,2.463000059,,,,,0.46
10.95,101.6,226.1,57.79999924,24.60000038,0,2.387000084,,,,,29.9
10.71,472.4,111.7,87,22,0,2.48300004,,,,,4.51
10.71,472.4,119.4,87,22,0,1.216,,,,,23.8
12.14,472.4,119.4,133.6000061,22.20000076,0,1.217000008,,,,,21.41
14.63,472.4,119.4,194,21.20000076,0,2.388000011,,,,,6.44
10.71,472.4,104.1,87,22,0,1.157999992,,,,,1.77
12.14,472.4,104.1,133.6000061,22.20000076,0,1.315000057,,,,,0.39
10.71,472.4,106.7,87,22,0,1.555999994,,,,,4.48
12.14,472.4,106.7,133.6000061,22.20000076,0,2.325000048,,,,,2.33
14.63,472.4,106.7,194,21.20000076,0,2.631999969,,,,,9.38
1.56,101.6,175.3,188.8000031,19.89999962,0,0.510999978,0,657,14.3,8.9,96.72
4.44,101.6,175.3,295.7000122,18.60000038,0,0.510999978,0,835,14.3,8.9,96.72
5.55,101.6,175.3,165.1999969,19.79999924,0,0.751999974,0,875,14.3,8.9,93.91
8.66,101.6,175.3,122.3000031,19.20000076,0,0.751999974,0,1885,14.3,8.9,93.63
11.71,101.6,175.3,298,17.79999924,0,0.768000007,0,220,14.3,8.9,86.92
12.67,101.6,175.3,107.5,18.20000076,0,0.811999977,0,219,14.3,8.9,79.27
1.54,101.6,165.1,188.8000031,19.89999962,0,1.133999944,,,,,90.68
4.44,101.6,165.1,295.7000122,18.60000038,0,1.38499999,,,,,31.71
5.53,101.6,165.1,165.1999969,19.79999924,0,1.386999965,,,,,17.53
8.65,101.6,165.1,122.3000031,19.20000076,0,1.47300005,,,,,14.8
1.56,101.6,170.2,188.8000031,19.89999962,0,0.751999974,0,657,11.6,16.8,92.73
4.45,102.6,170.2,295.7000122,18.60000038,0,1.251000047,0,835,11.6,16.8,43.64
5.55,103.6,170.2,165.1999969,19.79999924,0,1.43900001,0,875,11.6,16.8,17.21
8.66,104.6,170.2,122.3000031,19.20000076,0,1.628999949,0,1885,11.6,16.8,12.22
11.71,105.6,170.2,298,17.79999924,0,1.715000033,0,220,11.6,16.8,10.16
12.78,106.6,170.2,107.5,18.20000076,0,1.754999995,0,219,11.6,16.8,3.6
22.56,360.7,127,210.3000031,20.89999962,0,1.57,,490,11.6,16.8,34.96
26.32,360.7,127,268,21.89999962,0,2,,471,11.6,16.8,30.01
13.48,274.3,165.1,244.8999939,21.79999924,0,1.15,,,,,84.91
16.47,274.3,165.1,190.5,22.20000076,0,2.39,,,,,53.75
15.86,228.6,152.4,687.5999756,17.89999962,0,1.3,,,,,13.91
15.62,213.4,134.6,169.5,19.10000038,0,1.36,,,,,7.82
13.97,210.82,101.6,261.2999878,17.10000038,0,0.693000019,,,,,99.16
17.48,210.82,101.6,212.3999939,18.79999924,0,0.73,,,,,97.39
19.02,210.82,101.6,100.4000015,19.5,0,0.73,,,,,90.68
21.15,210.82,101.6,339,17.60000038,0,0.54,,,,,90.68
22.32,210.82,101.6,133.8999939,19.29999924,0,0.54400003,,,,,90.68
25.3,210.82,101.6,196.1999969,18.5,2,0.62,,,,,73.27
27.55,210.82,101.6,329.2999878,17.29999924,0,0.62,,,,,68.98
30.47,210.82,101.6,223.3000031,17.20000076,0,0.62,,,,,46.11
32.3,210.82,101.6,242.6000061,17.60000038,2,0.93,,,,,36.52
34.2,210.82,101.6,166.6000061,17.79999924,6,1.3,,,,,21.01
37.12,210.82,101.6,198.1999969,18.5,1,2.51,,,,,4.42
17.61,124.5,193,199.1000061,13.30000019,23,1.12,,,,,62.36
20.86,281.9,99,32.59999847,24,0,1.88,,,,,9.51
18.61,792.5,99,240.1999969,12.89999962,23,0.80400002,,,,,87.83
21.15,792.5,99,472.8999939,11.10000038,31,0.856000006,,,,,85.05
26.97,289.6,200.7,402.3999939,18.39999962,0,1.424999952,,,,,71.2
25.95,289.6,231.2,331.5,21.70000076,0,1.03,,,,,54.42
28.07,289.6,231.2,362.6000061,20.20000076,0,1.33,,,,,36.2
20.19,299.7,106.6,172.8999939,22.89999962,0,0.76,,,,,45.86
22.89,299.7,106.6,141.6999969,23.29999924,0,0.76,,,,,38.02
24.07,299.7,106.6,154.8999939,22.10000038,0,0.78,,,,,26.7
16.91,279.4,101.6,192.1000061,22.8,0,1.18,,,,,100
17.13,279.4,101.6,192.1,22.79999924,0,1.18,,,,,100
19.72,279.4,101.6,158.1999969,23,0,1.02,,,,,93.91
20.8,279.4,101.6,143.3000031,21.70000076,0,1.03,,,,,73.46
24.04,279.4,101.6,102.4000015,21.89999962,0,1.19,,,,,46.3
26.83,279.4,101.6,273.5,22.79999924,0,1.61,,,,,4.04
16.91,279.4,101.6,192.1000061,22.8,0,1.13,,,,,100
17.13,279.4,101.6,192.1,22.79999924,0,1.13,,,,,100
19.72,279.4,101.6,158.1999969,23,0,0.879000008,,,,,93.91
20.8,279.4,101.6,143.3000031,21.70000076,0,0.870999992,,,,,91.91
24.04,279.4,101.6,102.4000015,21.89999962,0,1.4,,,,,26.27
26.82,279.4,101.6,273.5,22.79999924,0,1.68,,,,,11.37
16.91,279.4,101.6,192.1000061,22.8,0,0.94,,,,,100
17.13,279.4,101.6,192.1,22.79999924,0,0.94,,,,,100
